,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
1066,10.0,0.111,Tech Crunch,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.405
1067,3.0,0.131,Tech Crunch,"said, vaccin, say, peopl, new, report, time, one, also, year",0.455
1068,10.0,0.119,Tech Crunch,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.289
1069,12.0,0.115,Tech Crunch,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.463
1070,15.0,0.108,Tech Crunch,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.4
1071,10.0,0.16,Tech Crunch,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.436
1072,5.0,0.051,Tech Crunch,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.404
1073,15.0,0.12,Tech Crunch,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.52
1074,13.0,0.037,Tech Crunch,"said, vaccin, say, one, like, also, week, peopl, use, year",0.494
1075,16.0,0.148,Tech Crunch,"said, vaccin, one, peopl, say, get, new, day, time, case",0.422
1076,10.0,0.124,Global News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.408
1077,16.0,0.091,Global News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.436
1078,4.0,0.055,Global News,"said, time, say, new, peopl, n’t, like, one, year, take",0.419
1079,15.0,0.133,Global News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.395
1080,13.0,0.141,Global News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.398
1081,16.0,0.098,Global News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.407
1082,0.0,0.088,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.403
1083,1.0,0.125,Global News,"said, say, peopl, year, one, time, day, first, like, get",0.374
1084,6.0,0.047,Global News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.395
1085,15.0,0.126,Global News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.394
1086,8.0,0.066,Global News,"said, say, one, case, also, n’t, day, new, time, get",0.352
1087,0.0,0.014,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.435
1088,14.0,0.015,Global News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.361
1089,6.0,0.075,Global News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.423
1090,14.0,0.034,Global News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.317
1091,7.0,0.075,Global News,"said, say, peopl, year, also, get, work, one, school, two",0.407
1092,8.0,0.089,Global News,"said, say, one, case, also, n’t, day, new, time, get",0.425
1093,9.0,0.058,Global News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.465
1094,6.0,0.057,Global News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.472
1095,8.0,0.091,Global News,"said, say, one, case, also, n’t, day, new, time, get",0.349
1096,12.0,0.078,Global News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.399
1097,14.0,0.022,Global News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.342
1098,0.0,0.138,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.552
1099,13.0,0.132,Global News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.444
1100,15.0,0.032,Global News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.309
1101,10.0,0.031,Global News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.485
1102,2.0,0.152,Global News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.423
1103,16.0,0.068,Global News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.427
1104,11.0,-0.042,Global News,"said, one, time, like, day, say, peopl, work, also, year",0.792
1105,16.0,0.0,Global News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.0
1106,18.0,-0.109,Global News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.176
1107,2.0,0.083,Global News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.153
1108,8.0,0.068,Global News,"said, say, one, case, also, n’t, day, new, time, get",0.227
1109,16.0,-0.038,Global News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.575
1110,0.0,0.038,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.05
1111,13.0,0.0,Global News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.067
1112,1.0,0.0,Global News,"said, say, peopl, year, one, time, day, first, like, get",0.0
1113,7.0,0.068,Global News,"said, say, peopl, year, also, get, work, one, school, two",0.277
1114,0.0,0.151,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.481
1115,6.0,0.212,Global News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.263
1116,14.0,0.292,Global News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.452
1117,0.0,0.132,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.494
1118,13.0,0.124,Global News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.351
1119,12.0,0.056,Global News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.396
1120,11.0,0.044,Global News,"said, one, time, like, day, say, peopl, work, also, year",0.361
1121,6.0,0.102,Global News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.32
1122,8.0,0.051,Global News,"said, say, one, case, also, n’t, day, new, time, get",0.367
1123,6.0,0.096,Global News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.357
1124,3.0,0.093,Global News,"said, vaccin, say, peopl, new, report, time, one, also, year",0.27
1125,13.0,-0.133,Global News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.482
1126,2.0,0.136,Global News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.822
1127,9.0,0.078,Global News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.32
1128,0.0,0.255,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.51
1129,9.0,0.021,Global News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.277
1130,2.0,0.01,Global News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.15
1131,5.0,0.102,Global News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.312
1132,0.0,0.122,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.37
1133,4.0,0.216,Global News,"said, time, say, new, peopl, n’t, like, one, year, take",0.414
1134,12.0,0.043,Global News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.421
1135,14.0,0.017,Global News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.377
1136,10.0,0.134,Global News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.432
1137,6.0,0.144,Global News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.422
1138,0.0,0.332,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.563
1139,14.0,0.293,Global News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.654
1140,9.0,0.245,Global News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.45
1141,12.0,0.082,Global News,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.31
1142,9.0,0.089,Global News,"said, peopl, year, vaccin, like, first, also, time, back, one",0.354
1143,3.0,0.4,Global News,"said, vaccin, say, peopl, new, report, time, one, also, year",0.633
1144,17.0,0.246,Global News,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.427
1145,5.0,0.21,Global News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.513
1146,1.0,0.062,Global News,"said, say, peopl, year, one, time, day, first, like, get",0.444
1147,14.0,0.042,Global News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.31
1148,6.0,0.091,Global News,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.369
1149,4.0,0.179,Global News,"said, time, say, new, peopl, n’t, like, one, year, take",0.433
1150,14.0,0.2,Global News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.3
1151,14.0,0.277,Global News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.451
1152,15.0,0.158,Global News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.592
1153,18.0,0.058,Global News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.258
1154,16.0,0.25,Global News,"said, vaccin, one, peopl, say, get, new, day, time, case",0.75
1155,2.0,-0.025,Global News,"say, said, time, year, peopl, vaccin, first, like, also, work",0.242
1156,0.0,0.375,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.417
1157,5.0,0.091,Global News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.303
1158,5.0,0.16,Global News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.349
1159,1.0,0.535,Global News,"said, say, peopl, year, one, time, day, first, like, get",0.583
1160,4.0,-0.25,Global News,"said, time, say, new, peopl, n’t, like, one, year, take",0.45
1161,3.0,0.039,Global News,"said, vaccin, say, peopl, new, report, time, one, also, year",0.301
1162,13.0,-0.05,Global News,"said, vaccin, say, one, like, also, week, peopl, use, year",0.2
1163,0.0,-0.013,Global News,"said, peopl, say, vaccin, one, like, time, get, day, new",0.163
1164,5.0,0.02,Global News,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.06
1165,15.0,0.136,Global News,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.455
1166,10.0,0.0,Global News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.0
1167,3.0,0.338,Global News,"said, vaccin, say, peopl, new, report, time, one, also, year",0.388
1168,14.0,-0.156,Global News,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.289
1169,3.0,0.159,Global News,"said, vaccin, say, peopl, new, report, time, one, also, year",0.264
1170,18.0,0.068,Global News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.227
1171,18.0,-0.094,Global News,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.275
1172,1.0,0.25,Global News,"said, say, peopl, year, one, time, day, first, like, get",0.333
1173,1.0,0.0,Global News,"said, say, peopl, year, one, time, day, first, like, get",0.0
1174,10.0,-0.062,Global News,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.208
1175,10.0,0.042,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.382
1176,0.0,0.034,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.43
1177,12.0,0.106,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.491
1178,14.0,0.057,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.506
1179,7.0,0.147,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.551
1180,17.0,0.269,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.588
1181,8.0,0.183,The Star,"said, say, one, case, also, n’t, day, new, time, get",0.504
1182,12.0,0.146,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.464
1183,16.0,0.109,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.481
1184,5.0,0.169,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.474
1185,2.0,0.149,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.429
1186,15.0,0.168,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.371
1187,5.0,0.109,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.445
1188,12.0,0.159,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.5
1189,12.0,0.104,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.381
1190,0.0,0.078,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.458
1191,10.0,0.241,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.466
1192,12.0,0.134,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.484
1193,7.0,0.132,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.491
1194,12.0,0.171,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.386
1195,1.0,0.174,The Star,"said, say, peopl, year, one, time, day, first, like, get",0.549
1196,11.0,0.164,The Star,"said, one, time, like, day, say, peopl, work, also, year",0.459
1197,10.0,-0.049,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.385
1198,10.0,0.082,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.537
1199,10.0,0.18,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.445
1200,0.0,0.204,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.544
1201,12.0,0.188,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.441
1202,12.0,0.226,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.5
1203,17.0,0.226,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.426
1204,16.0,0.23,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.542
1205,5.0,0.078,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.594
1206,16.0,0.116,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.465
1207,5.0,0.124,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.524
1208,9.0,0.104,The Star,"said, peopl, year, vaccin, like, first, also, time, back, one",0.53
1209,2.0,0.262,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.485
1210,1.0,0.123,The Star,"said, say, peopl, year, one, time, day, first, like, get",0.338
1211,7.0,-0.003,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.43
1212,10.0,0.125,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.444
1213,18.0,0.06,The Star,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.462
1214,14.0,0.003,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.307
1215,7.0,0.054,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.4
1216,15.0,-0.011,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.395
1217,16.0,0.063,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.317
1218,4.0,0.073,The Star,"said, time, say, new, peopl, n’t, like, one, year, take",0.547
1219,5.0,0.129,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.523
1220,15.0,0.0,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.65
1221,5.0,-0.013,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.471
1222,1.0,-0.018,The Star,"said, say, peopl, year, one, time, day, first, like, get",0.52
1223,0.0,0.057,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.423
1224,5.0,0.057,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.478
1225,13.0,0.072,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.519
1226,2.0,0.07,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.463
1227,13.0,-0.005,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.457
1228,16.0,0.109,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.448
1229,17.0,0.0,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.333
1230,16.0,0.008,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.368
1231,1.0,0.132,The Star,"said, say, peopl, year, one, time, day, first, like, get",0.39
1232,12.0,0.099,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.405
1233,6.0,0.085,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.445
1234,16.0,0.04,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.429
1235,13.0,0.179,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.352
1236,2.0,0.127,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.442
1237,7.0,0.094,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.457
1238,12.0,0.111,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.419
1239,10.0,0.038,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.405
1240,12.0,0.077,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.441
1241,16.0,0.097,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.412
1242,1.0,0.171,The Star,"said, say, peopl, year, one, time, day, first, like, get",0.367
1243,12.0,0.104,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.419
1244,13.0,0.35,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.7
1245,7.0,0.018,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.495
1246,4.0,0.115,The Star,"said, time, say, new, peopl, n’t, like, one, year, take",0.462
1247,18.0,0.072,The Star,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.39
1248,16.0,0.118,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.417
1249,8.0,0.069,The Star,"said, say, one, case, also, n’t, day, new, time, get",0.377
1250,3.0,0.071,The Star,"said, vaccin, say, peopl, new, report, time, one, also, year",0.457
1251,13.0,0.036,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.335
1252,14.0,0.322,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.461
1253,14.0,0.203,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.477
1254,13.0,0.098,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.442
1255,0.0,0.117,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.516
1256,14.0,0.118,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.357
1257,7.0,0.186,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.437
1258,10.0,0.115,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.469
1259,0.0,0.219,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.461
1260,17.0,-0.078,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.178
1261,2.0,0.05,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.267
1262,10.0,0.071,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.588
1263,2.0,0.008,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.385
1264,2.0,-0.019,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.408
1265,6.0,0.057,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.45
1266,2.0,0.226,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.482
1267,14.0,0.196,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.499
1268,6.0,0.084,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.402
1269,13.0,0.116,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.491
1270,17.0,0.025,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.225
1271,2.0,0.058,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.298
1272,10.0,0.133,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.348
1273,6.0,0.088,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.296
1274,16.0,0.075,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.454
1275,13.0,0.104,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.398
1276,7.0,0.049,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.476
1277,4.0,0.074,The Star,"said, time, say, new, peopl, n’t, like, one, year, take",0.337
1278,2.0,0.082,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.44
1279,8.0,0.156,The Star,"said, say, one, case, also, n’t, day, new, time, get",0.355
1280,2.0,0.094,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.381
1281,2.0,-0.009,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.303
1282,7.0,0.185,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.483
1283,11.0,0.166,The Star,"said, one, time, like, day, say, peopl, work, also, year",0.385
1284,14.0,0.043,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.433
1285,0.0,0.102,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.341
1286,5.0,0.119,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.371
1287,12.0,0.139,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.491
1288,6.0,0.099,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.392
1289,12.0,0.193,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.439
1290,15.0,0.113,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.334
1291,17.0,0.054,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.416
1292,16.0,0.162,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.427
1293,5.0,0.118,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.562
1294,9.0,0.148,The Star,"said, peopl, year, vaccin, like, first, also, time, back, one",0.459
1295,13.0,0.046,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.355
1296,14.0,0.102,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.436
1297,14.0,0.084,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.428
1298,17.0,0.101,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.447
1299,17.0,0.127,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.516
1300,17.0,0.053,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.404
1301,7.0,0.011,The Star,"said, say, peopl, year, also, get, work, one, school, two",0.302
1302,16.0,0.055,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.351
1303,17.0,0.065,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.424
1304,16.0,0.055,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.42
1305,17.0,0.036,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.414
1306,15.0,0.093,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.427
1307,9.0,0.379,The Star,"said, peopl, year, vaccin, like, first, also, time, back, one",0.661
1308,6.0,0.015,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.4
1309,14.0,0.064,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.38
1310,2.0,0.075,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.403
1311,15.0,0.052,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.42
1312,15.0,0.044,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.399
1313,5.0,0.111,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.329
1314,17.0,0.242,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.321
1315,3.0,0.171,The Star,"said, vaccin, say, peopl, new, report, time, one, also, year",0.459
1316,6.0,0.015,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.328
1317,6.0,0.103,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.452
1318,18.0,0.092,The Star,"said, say, peopl, year, like, get, time, n’t, covid-19, one",0.381
1319,0.0,0.166,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.544
1320,0.0,0.085,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.464
1321,11.0,0.058,The Star,"said, one, time, like, day, say, peopl, work, also, year",0.375
1322,12.0,0.111,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.374
1323,13.0,0.162,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.503
1324,14.0,0.107,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.314
1325,16.0,0.166,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.347
1326,14.0,0.079,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.369
1327,14.0,0.06,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.554
1328,13.0,0.084,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.473
1329,15.0,0.19,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.47
1330,16.0,0.152,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.483
1331,12.0,0.004,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.26
1332,4.0,-0.057,The Star,"said, time, say, new, peopl, n’t, like, one, year, take",0.619
1333,1.0,0.065,The Star,"said, say, peopl, year, one, time, day, first, like, get",0.468
1334,8.0,0.066,The Star,"said, say, one, case, also, n’t, day, new, time, get",0.454
1335,5.0,0.073,The Star,"said, one, n’t, year, also, time, would, vaccin, peopl, get",0.249
1336,4.0,0.224,The Star,"said, time, say, new, peopl, n’t, like, one, year, take",0.428
1337,14.0,0.012,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.174
1338,3.0,0.14,The Star,"said, vaccin, say, peopl, new, report, time, one, also, year",0.384
1339,17.0,0.086,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.226
1340,14.0,0.122,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.37
1341,13.0,0.031,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.354
1342,10.0,0.143,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.494
1343,6.0,0.125,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.433
1344,14.0,0.081,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.377
1345,12.0,0.049,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.438
1346,2.0,0.058,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.543
1347,17.0,0.273,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.559
1348,6.0,0.054,The Star,"said, like, n’t, one, would, peopl, year, say, get, covid-19",0.416
1349,10.0,0.067,The Star,"said, say, peopl, year, also, vaccin, one, make, like, servic",0.408
1350,16.0,0.075,The Star,"said, vaccin, one, peopl, say, get, new, day, time, case",0.263
1351,9.0,0.012,The Star,"said, peopl, year, vaccin, like, first, also, time, back, one",0.409
1352,12.0,0.098,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.546
1353,13.0,0.088,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.508
1354,15.0,0.039,The Star,"said, vaccin, get, say, peopl, day, covid-19, year, would, time",0.439
1355,2.0,0.068,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.44
1356,0.0,0.118,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.458
1357,13.0,0.046,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.389
1358,17.0,-0.003,The Star,"said, one, peopl, report, case, say, use, includ, time, vaccin",0.325
1359,0.0,0.031,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.272
1360,0.0,0.117,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.381
1361,3.0,0.098,The Star,"said, vaccin, say, peopl, new, report, time, one, also, year",0.484
1362,0.0,0.024,The Star,"said, peopl, say, vaccin, one, like, time, get, day, new",0.376
1363,13.0,0.145,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.479
1364,13.0,0.067,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.339
1365,2.0,0.071,The Star,"say, said, time, year, peopl, vaccin, first, like, also, work",0.356
1366,3.0,0.115,The Star,"said, vaccin, say, peopl, new, report, time, one, also, year",0.451
1367,13.0,0.135,The Star,"said, vaccin, say, one, like, also, week, peopl, use, year",0.413
1368,14.0,0.072,The Star,"said, vaccin, covid-19, one, peopl, case, report, work, also, say",0.363
1369,12.0,0.127,The Star,"peopl, also, say, said, one, covid-19, vaccin, time, get, work",0.406
